Strategy,Annualized Return,Cumulative Return,Sharpe Ratio,Sortino Ratio,Max Drawdown
Moving Average Crossover,6.402778143884958e-05,0.014833102700000156,0.07878950756838121,0.07356490235177296,-0.004331338149999642
